Ontology	GO	Orthogroup	gene_descriptions
MF	GO:0000976	OG0001700	Transcription factor CBF/NF-Y/archaeal histone domain-containing protein ; Nuclear transcription factor Y subunit B-2 
MF	GO:0000976	OG0001702	BHLH transcription factor ; BHLH domain-containing protein 
MF	GO:0000976	OG0001823	GRAS transcription factor ; GRAS transcription factor (Fragment) ; Protein SHORT-ROOT 1 ;  protein SHORT-ROOT 2-like 
MF	GO:0000976	OG0001846	DOG1 domain-containing protein ; Transcription factor TGA6 
MF	GO:0000976	OG0001928	Histone H2A/H2B/H3 domain-containing protein ; Transcription factor CBF/NF-Y/archaeal histone domain-containing protein ; CCAAT-HAP5 transcription factor ; Os09g0480700 protein 
MF	GO:0000976	OG0002132	GATA-type domain-containing protein ; GATA transcription factor 2 
MF	GO:0008883	OG0002135	UniRef90_Q42843Glutamyl-tRNA reductase 1, chloroplastic ; Glutamyl-tRNA reductase ; glutamyl-tRNA reductase 2-like 
MF	GO:0009918	OG0001895	Protein FAM32A-like ; CGI-like protein 
MF	GO:0051537	OG0001412	14-3-3 domain-containing protein ; Putative 14-3-3 protein 
MF	GO:0051537	OG0001945	Glutaredoxin domain-containing protein ; Grx_A2-glutaredoxin subgroup III 
MF	GO:0051537	OG0001990	Ferredoxin ; UniRef90_P94044Ferredoxin-6, chloroplastic 
MF	GO:0015200	OG0001609	UniRef90_Q9ATL9Aquaporin TIP2-1 ; Tonoplast intrinsic protein ; UniRef90_Q84RL6Aquaporin TIP2-3 
MF	GO:0030621	OG0003551	DUF641 domain-containing protein ; Bidirectional sugar transporter SWEET ; DUF641 family protein 
MF	GO:0002083	OG0002015	UniRef90_A2ZVI7Calcium-dependent protein kinase 1 ; Calcium-dependent protein kinase ; UniRef90_Q6I587Calcium-dependent protein kinase 15 
MF	GO:0008412	OG0002015	UniRef90_A2ZVI7Calcium-dependent protein kinase 1 ; Calcium-dependent protein kinase ; UniRef90_Q6I587Calcium-dependent protein kinase 15 
MF	GO:0044325	OG0001408	Serine/threonine-protein phosphatase ; UniRef90_A2X2G3Serine/threonine-protein phosphatase PP2A-3 catalytic subunit ; protein-serine/threonine phosphatase 
MF	GO:0047293	OG0002015	UniRef90_A2ZVI7Calcium-dependent protein kinase 1 ; Calcium-dependent protein kinase ; UniRef90_Q6I587Calcium-dependent protein kinase 15 
MF	GO:0050625	OG0001827	NAD(P)H dehydrogenase (quinone) 
MF	GO:0031386	OG0001349	Ubiquitin-like domain-containing protein ; UniRef90_P27923Ubiquitin-ribosomal protein eS31 fusion protein ; ubiquitin-ribosomal protein eS31y fusion protein-like 
MF	GO:0031386	OG0001509	GTP-binding protein ; Ras-related protein RABA1f 
MF	GO:0003830	OG0001641	Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase ; Beta-14-N-acetylglucosaminyltransferase family protein 
MF	GO:0003937	OG0001900	Potassium transporter 
MF	GO:0004643	OG0001900	Potassium transporter 
MF	GO:0008705	OG0001805	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase 
MF	GO:0045140	OG0001728	Sphingomyelin synthase-like domain-containing protein ; Phosphatidylinositol:ceramide inositolphosphotransferase 1 
MF	GO:0050378	OG0001660	NAD-dependent epimerase/dehydratase domain-containing protein 
MF	GO:0005509	OG0001412	14-3-3 domain-containing protein ; Putative 14-3-3 protein 
MF	GO:0005509	OG0001415	Protein kinase domain-containing protein ; CDPK-related kinase 1 
MF	GO:0005509	OG0001846	DOG1 domain-containing protein ; Transcription factor TGA6 
MF	GO:0005509	OG0001870	Calcium-dependent protein kinase 20 
MF	GO:0005509	OG0001931	Calcium-dependent protein kinase 13 
MF	GO:0005509	OG0001973	Calcium-dependent protein kinase ; CDPK protein ; UniRef90_Q9FXQ3Calcium-dependent protein kinase 13 ; calcium-dependent protein kinase 13-like ; UniRef90_Q0DYK7Calcium-dependent protein kinase 5 
MF	GO:0005509	OG0002015	UniRef90_A2ZVI7Calcium-dependent protein kinase 1 ; Calcium-dependent protein kinase ; UniRef90_Q6I587Calcium-dependent protein kinase 15 
MF	GO:0016906	OG0001626	Integral membrane Yip1 family protein ; Protein YIP 
MF	GO:0004767	OG0002131	UniRef90_Q6EP31Rac-like GTP-binding protein 5 ; Rac-like GTP-binding protein 5 isoform X2 ; UniRef90_Q6ZHA3Rac-like GTP-binding protein 6 ; Rac-like GTP-binding protein 5 
MF	GO:0008428	OG0001408	Serine/threonine-protein phosphatase ; UniRef90_A2X2G3Serine/threonine-protein phosphatase PP2A-3 catalytic subunit ; protein-serine/threonine phosphatase 
MF	GO:0047443	OG0001408	Serine/threonine-protein phosphatase ; UniRef90_A2X2G3Serine/threonine-protein phosphatase PP2A-3 catalytic subunit ; protein-serine/threonine phosphatase 
MF	GO:0051721	OG0001408	Serine/threonine-protein phosphatase ; UniRef90_A2X2G3Serine/threonine-protein phosphatase PP2A-3 catalytic subunit ; protein-serine/threonine phosphatase 
MF	GO:0003676	OG0001268	40S ribosomal protein S26 
MF	GO:0003676	OG0001323	PHD finger protein ALFIN-LIKE 
MF	GO:0003676	OG0001347	ALOG domain-containing protein ; Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 5 ; protein G1-like8 
MF	GO:0003676	OG0001349	Ubiquitin-like domain-containing protein ; UniRef90_P27923Ubiquitin-ribosomal protein eS31 fusion protein ; ubiquitin-ribosomal protein eS31y fusion protein-like 
MF	GO:0003676	OG0001408	Serine/threonine-protein phosphatase ; UniRef90_A2X2G3Serine/threonine-protein phosphatase PP2A-3 catalytic subunit ; protein-serine/threonine phosphatase 
MF	GO:0003676	OG0001412	14-3-3 domain-containing protein ; Putative 14-3-3 protein 
MF	GO:0003676	OG0001415	Protein kinase domain-containing protein ; CDPK-related kinase 1 
MF	GO:0003676	OG0001460	Ubiquitin-specific protease family C19-related protein 
MF	GO:0003676	OG0001495	Receptor-like protein kinase ; Leucine-rich repeat-containing N-terminal plant-type domain-containing protein ; Cell wall hydroxyproline-rich glycoprotein ; Leucine-rich repeat extensin-like protein 3 
MF	GO:0003676	OG0001505	60S ribosomal protein L27 
MF	GO:0003676	OG0001506	RNA helicase ; UniRef90_Q41741Eukaryotic initiation factor 4A 
MF	GO:0003676	OG0001517	RHOMBOID-like protein 
MF	GO:0003676	OG0001535	Ribosomal protein L15 
MF	GO:0003676	OG0001563	Large ribosomal subunit protein uL18 C-terminal eukaryotes domain-containing protein 
MF	GO:0003676	OG0001582	ZF-HD dimerization-type domain-containing protein ; ZF-HD protein dimerization region containing protein ; ZF-HD protein dimerisation region containing protein ; zinc-finger homeodomain protein 1-like ; Zinc-finger homeodomain protein 2 
MF	GO:0003676	OG0001586	NAD(P)-binding domain-containing protein ; UDP-glucose 4-epimerase 
MF	GO:0003676	OG0001609	UniRef90_Q9ATL9Aquaporin TIP2-1 ; Tonoplast intrinsic protein ; UniRef90_Q84RL6Aquaporin TIP2-3 
MF	GO:0003676	OG0001626	Integral membrane Yip1 family protein ; Protein YIP 
MF	GO:0003676	OG0001641	Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase ; Beta-14-N-acetylglucosaminyltransferase family protein 
MF	GO:0003676	OG0001682	Homeobox domain-containing protein ; HB transcription factor 
MF	GO:0003676	OG0001700	Transcription factor CBF/NF-Y/archaeal histone domain-containing protein ; Nuclear transcription factor Y subunit B-2 
MF	GO:0003676	OG0001702	BHLH transcription factor ; BHLH domain-containing protein 
MF	GO:0003676	OG0001706	COV1-like protein ; Protein LIKE COV 2 ; COV1-like protein (Fragment) 
MF	GO:0003676	OG0001723	40S ribosomal protein S6 
MF	GO:0003676	OG0001725	ATP synthase subunit beta ; UniRef90_P19023ATP synthase subunit beta, mitochondrial ; UniRef90_Q01859ATP synthase subunit beta, mitochondrial 
MF	GO:0003676	OG0001758	60S ribosomal protein L7a 
MF	GO:0003676	OG0001805	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase 
MF	GO:0003676	OG0001823	GRAS transcription factor ; GRAS transcription factor (Fragment) ; Protein SHORT-ROOT 1 ;  protein SHORT-ROOT 2-like 
MF	GO:0003676	OG0001846	DOG1 domain-containing protein ; Transcription factor TGA6 
MF	GO:0003676	OG0001848	H/ACA ribonucleoprotein complex subunit 4 
MF	GO:0003676	OG0001851	Lysine ketoglutarate reductase trans-splicing related 1 
MF	GO:0003676	OG0001861	S5 DRBM domain-containing protein 
MF	GO:0003676	OG0001900	Potassium transporter 
MF	GO:0003676	OG0001910	Cellulose synthase 
MF	GO:0003676	OG0001921	AP2/ERF domain-containing protein ; UniRef90_B6T5Z6Ethylene-responsive transcription factor WIN1 ; Ethylene-responsive transcription factor WIN1 ; ERF6.3 ; Putative AP2/EREBP transcription factor superfamily protein 
MF	GO:0003676	OG0001927	Ribosomal protein L22 ; Large ribosomal subunit protein eL22 
MF	GO:0003676	OG0001928	Histone H2A/H2B/H3 domain-containing protein ; Transcription factor CBF/NF-Y/archaeal histone domain-containing protein ; CCAAT-HAP5 transcription factor ; Os09g0480700 protein 
MF	GO:0003676	OG0001945	Glutaredoxin domain-containing protein ; Grx_A2-glutaredoxin subgroup III 
MF	GO:0003676	OG0001951	non-specific serine/threonine protein kinase 
MF	GO:0003676	OG0001993	UniRef90_Q6EUH7Actin-depolymerizing factor 1 ; ADF-H domain-containing protein ; Actin-depolymerizing factor 
MF	GO:0003676	OG0002045	ACT domain-containing protein ; DNA binding protein ; BHLH domain-containing protein 
MF	GO:0003676	OG0002132	GATA-type domain-containing protein ; GATA transcription factor 2 
MF	GO:0003676	OG0002135	UniRef90_Q42843Glutamyl-tRNA reductase 1, chloroplastic ; Glutamyl-tRNA reductase ; glutamyl-tRNA reductase 2-like 
MF	GO:0003676	OG0002187	Heat shock protein 90-5 chloroplastic ; Histidine kinase/HSP90-like ATPase domain-containing protein ; Heat shock protein 90-5, chloroplastic 
MF	GO:0003676	OG0002207	CDT1 Geminin-binding domain-containing protein ; CDT1-like protein a chloroplastic 
MF	GO:0003676	OG0003551	DUF641 domain-containing protein ; Bidirectional sugar transporter SWEET ; DUF641 family protein 
MF	GO:0003676	OG0004184	60S acidic ribosomal protein P1 
MF	GO:0008270	OG0001349	Ubiquitin-like domain-containing protein ; UniRef90_P27923Ubiquitin-ribosomal protein eS31 fusion protein ; ubiquitin-ribosomal protein eS31y fusion protein-like 
MF	GO:0008270	OG0001408	Serine/threonine-protein phosphatase ; UniRef90_A2X2G3Serine/threonine-protein phosphatase PP2A-3 catalytic subunit ; protein-serine/threonine phosphatase 
MF	GO:0008270	OG0001535	Ribosomal protein L15 
MF	GO:0008270	OG0001586	NAD(P)-binding domain-containing protein ; UDP-glucose 4-epimerase 
MF	GO:0008270	OG0001589	RING-type E3 ubiquitin transferase 
MF	GO:0008270	OG0001609	UniRef90_Q9ATL9Aquaporin TIP2-1 ; Tonoplast intrinsic protein ; UniRef90_Q84RL6Aquaporin TIP2-3 
MF	GO:0008270	OG0001805	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase 
MF	GO:0008270	OG0001861	S5 DRBM domain-containing protein 
MF	GO:0008270	OG0001900	Potassium transporter 
MF	GO:0008270	OG0001910	Cellulose synthase 
MF	GO:0008270	OG0001993	UniRef90_Q6EUH7Actin-depolymerizing factor 1 ; ADF-H domain-containing protein ; Actin-depolymerizing factor 
MF	GO:0008270	OG0002132	GATA-type domain-containing protein ; GATA transcription factor 2 
MF	GO:0019003	OG0002131	UniRef90_Q6EP31Rac-like GTP-binding protein 5 ; Rac-like GTP-binding protein 5 isoform X2 ; UniRef90_Q6ZHA3Rac-like GTP-binding protein 6 ; Rac-like GTP-binding protein 5 
MF	GO:0004748	OG0001692	Ribonucleoside-diphosphate reductase small chain (Fragment) ; ribonucleoside-diphosphate reductase small chain C ; Ribonucleoside-diphosphate reductase small chain B 
MF	GO:0030410	OG0001754	Nicotianamine synthase 
MF	GO:0003729	OG0001268	40S ribosomal protein S26 
MF	GO:0003729	OG0001349	Ubiquitin-like domain-containing protein ; UniRef90_P27923Ubiquitin-ribosomal protein eS31 fusion protein ; ubiquitin-ribosomal protein eS31y fusion protein-like 
MF	GO:0003729	OG0001505	60S ribosomal protein L27 
MF	GO:0003729	OG0001506	RNA helicase ; UniRef90_Q41741Eukaryotic initiation factor 4A 
MF	GO:0003729	OG0001535	Ribosomal protein L15 
MF	GO:0003729	OG0001723	40S ribosomal protein S6 
MF	GO:0003729	OG0001805	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase 
MF	GO:0003729	OG0001861	S5 DRBM domain-containing protein 
MF	GO:0003729	OG0001927	Ribosomal protein L22 ; Large ribosomal subunit protein eL22 
MF	GO:0033188	OG0001728	Sphingomyelin synthase-like domain-containing protein ; Phosphatidylinositol:ceramide inositolphosphotransferase 1 
MF	GO:0047493	OG0001728	Sphingomyelin synthase-like domain-containing protein ; Phosphatidylinositol:ceramide inositolphosphotransferase 1 
MF	GO:0003871	OG0001805	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase 
MF	GO:0004449	OG0001992	Cytochrome P450 
MF	GO:0033843	OG0001930	Glycosyltransferase 2-like domain-containing protein 
MF	GO:0003856	OG0002131	UniRef90_Q6EP31Rac-like GTP-binding protein 5 ; Rac-like GTP-binding protein 5 isoform X2 ; UniRef90_Q6ZHA3Rac-like GTP-binding protein 6 ; Rac-like GTP-binding protein 5 
MF	GO:0004076	OG0001412	14-3-3 domain-containing protein ; Putative 14-3-3 protein 
MF	GO:0008753	OG0001827	NAD(P)H dehydrogenase (quinone) 
MF	GO:0016040	OG0002152	glutamate synthase (NADH) 
MF	GO:0097573	OG0001451	Protein kinase domain-containing protein ; Nuclear pore complex protein NUP93A 
MF	GO:0097573	OG0001945	Glutaredoxin domain-containing protein ; Grx_A2-glutaredoxin subgroup III 
MF	GO:0004325	OG0001829	Dynamin-2A ; dynamin GTPase 
MF	GO:0008426	OG0001412	14-3-3 domain-containing protein ; Putative 14-3-3 protein 
MF	GO:0102682	OG0001987	Cytokinin riboside 5'-monophosphate phosphoribohydrolase 
MF	GO:0008022	OG0001408	Serine/threonine-protein phosphatase ; UniRef90_A2X2G3Serine/threonine-protein phosphatase PP2A-3 catalytic subunit ; protein-serine/threonine phosphatase 
MF	GO:0030553	OG0001931	Calcium-dependent protein kinase 13 
MF	GO:0004523	OG0001408	Serine/threonine-protein phosphatase ; UniRef90_A2X2G3Serine/threonine-protein phosphatase PP2A-3 catalytic subunit ; protein-serine/threonine phosphatase 
MF	GO:0004523	OG0001415	Protein kinase domain-containing protein ; CDPK-related kinase 1 
MF	GO:0004523	OG0001505	60S ribosomal protein L27 
MF	GO:0004523	OG0002135	UniRef90_Q42843Glutamyl-tRNA reductase 1, chloroplastic ; Glutamyl-tRNA reductase ; glutamyl-tRNA reductase 2-like 
MF	GO:0015098	OG0001873	Molybdate-anion transporter 
MF	GO:0047259	OG0001930	Glycosyltransferase 2-like domain-containing protein 
MF	GO:0004650	OG0001517	RHOMBOID-like protein 
MF	GO:0004650	OG0001712	Cellulose synthase 
MF	GO:0016760	OG0001712	Cellulose synthase 
MF	GO:0016760	OG0001910	Cellulose synthase 
MF	GO:0003910	OG0001460	Ubiquitin-specific protease family C19-related protein 
MF	GO:0050105	OG0001505	60S ribosomal protein L27 
MF	GO:0047334	OG0002172	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha 
MF	GO:0051538	OG0002152	glutamate synthase (NADH) 
MF	GO:0106029	OG0001848	H/ACA ribonucleoprotein complex subunit 4 
MF	GO:0004450	OG0001583	UniRef90_A0A921RFN8Isocitrate dehydrogenase; UniRef90_K3Z6K9Isocitrate dehydrogenase; isocitrate dehydrogenase (NADP(+)) ; UniRef90_A0A804Q317Isocitrate dehydrogenase
