gene	svirid	achine	agerar	agerjg	avirgi	bdista	blagur	ccitra	crefra	cserru	etrips	hcompr	hconto	irugos	ppanic	rrottb	sbicol	smicro	sscopa	tdacn1	tdacn2	tdacs1	tdacs2	tdactm	telega	ttrian	tzopol	udigit	vcuspi	zTIL01	zTIL11	zTIL18	zTIL25	zdgigi	zdmomo	zluxur	zmB735	zmhuet	znicar	atenui	rtuber	eophiu	osativ	snutan	pprate
Pavag05G229400.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	7
Pavag05G229600.1.v3.1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pavag05G229800.1.v3.1	1	3	0	0	1	1	0	5	1	2	2	6	4	0	2	2	1	1	0	1	1	1	1	1	2	1	3	3	3	0	0	0	1	1	0	0	1	0	1	4	1	1	1	2	7
Pavag05G229900.1.v3.1	0	0	0	0	0	1	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
Pavag05G230100.1.v3.1	1	3	5	6	1	1	0	5	1	0	2	6	4	2	2	2	1	1	4	1	1	1	1	1	2	0	3	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	6
Pavag05G230200.1.v3.1	0	2	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	0	1	0	0	1	1	1	1	1	1	1	1	1	1	4	0	0	0	2	0
Pavag05G230300.1.v3.1	1	3	5	6	1	1	0	5	1	0	2	6	4	2	2	2	1	1	4	1	1	1	1	1	2	2	0	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	0
Pavag05G230400.1.v3.1	1	3	5	6	1	0	6	5	1	0	2	0	4	2	2	2	1	1	4	2	2	2	2	2	1	2	3	3	3	2	2	2	2	2	2	1	2	2	2	4	1	1	1	3	0
Pavag05G230800.1.v3.1	1	3	5	6	1	1	6	5	1	2	2	6	0	2	2	2	1	1	4	1	1	1	1	1	2	2	1	3	3	1	1	1	1	2	1	1	1	1	1	4	1	1	1	3	4
Pavag05G231000.1.v3.1	1	3	5	6	1	0	6	5	1	2	2	6	4	2	2	2	1	1	3	1	2	2	2	2	2	2	1	3	3	1	1	1	1	2	1	1	1	1	1	4	0	1	1	3	4
Pavag05G231100.1.v3.1	1	3	5	0	0	1	6	5	1	2	2	6	0	2	2	2	1	1	4	0	0	0	0	0	2	1	0	3	3	0	0	0	0	0	0	0	0	0	0	4	1	1	1	3	3
Pavag05G231300.1.v3.1	1	3	5	6	1	0	6	5	1	2	1	6	4	2	2	2	1	1	4	1	1	1	1	1	3	2	1	3	3	1	1	1	1	2	1	1	1	1	0	4	1	1	0	3	0
Pavag05G231400.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	2	0	1	1	1	1	0	0	1	0	0	0
Pavag05G231600.1.v3.1	1	3	5	0	1	1	0	0	1	2	2	0	4	2	2	2	1	0	0	2	2	2	2	0	2	2	2	3	0	1	1	1	1	1	1	1	1	1	1	3	0	1	1	2	0
Pavag05G231900.1.v3.1	0	0	3	2	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G232100.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G232200.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G232300.1.v3.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag05G232400.1.v3.1	1	0	0	3	1	0	0	0	1	2	0	6	4	1	2	2	1	1	0	2	2	2	2	2	2	1	3	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	4	0
Pavag05G232800.1.v3.1	1	0	0	0	0	0	2	1	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0
Pavag05G233000.1.v3.1	1	3	0	3	1	1	0	4	1	2	0	6	4	1	2	2	1	1	2	2	2	2	2	2	1	2	3	3	3	2	2	2	2	0	2	2	2	2	2	3	1	1	1	4	2
Pavag05G233100.1.v3.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G233300.1.v3.1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Pavag05G234000.1.v3.1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G234200.1.v3.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G234600.1.v3.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Pavag05G234700.1.v3.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Pavag05G236400.1.v3.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G237400.1.v3.1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0
Pavag05G237600.1.v3.1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0
Pavag05G238300.1.v3.1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Pavag05G238800.1.v3.1	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0
Pavag05G239600.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G242800.1.v3.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G247000.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G247800.1.v3.1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G249100.1.v3.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G249800.1.v3.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G251200.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G251400.1.v3.1	0	0	0	0	1	0	0	0	1	2	2	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	1	0	3	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0
Pavag05G251500.1.v3.1	1	2	0	2	1	0	0	0	0	2	2	0	0	1	2	0	1	1	0	1	0	2	0	0	0	0	1	3	3	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0
Pavag05G251700.1.v3.1	0	1	0	2	1	0	0	1	1	2	0	0	0	1	2	0	0	1	4	0	0	1	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
Pavag05G252700.1.v3.1	1	2	0	2	1	0	0	2	1	2	2	0	0	1	2	1	1	1	4	0	0	0	0	0	1	1	1	3	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0
Pavag05G253000.1.v3.1	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	0
Pavag05G253600.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G254100.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G254200.1.v3.1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Pavag05G255300.1.v3.1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	2	0	0	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pavag05G255700.1.v3.1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pavag05G255800.1.v3.1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pavag05G255900.1.v3.1	1	1	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Pavag05G256200.1.v3.1	0	2	0	0	1	0	0	2	1	2	0	0	0	2	2	2	1	1	4	1	1	1	1	1	1	1	2	0	3	0	1	1	0	1	1	1	1	1	1	2	1	1	1	2	0
Pavag05G256400.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Pavag05G256900.1.v3.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag05G257200.1.v3.1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	2	0	2	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0
Pavag05G258000.1.v3.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G258500.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G258600.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G259100.1.v3.1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0
Pavag05G259500.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G260100.1.v3.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0
Pavag05G260500.1.v3.1	1	2	0	0	0	0	0	0	0	2	0	0	3	1	2	2	0	0	0	2	1	1	1	1	1	2	2	0	3	0	1	1	0	1	1	1	1	1	1	4	0	1	1	0	0
Pavag05G260600.1.v3.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G261900.1.v3.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Pavag05G262100.1.v3.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G263300.1.v3.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G263600.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pavag05G263700.1.v3.1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G264400.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G265000.1.v3.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pavag05G265100.1.v3.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G265600.1.v3.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	0	0
Pavag05G265800.1.v3.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G266000.1.v3.1	1	2	0	0	1	0	0	4	1	2	1	0	3	2	1	2	1	1	1	0	0	0	0	0	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	4	1	1	1	2	0
Pavag05G266200.1.v3.1	1	0	0	0	1	0	0	4	1	2	0	0	3	2	1	2	1	1	0	0	1	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0
Pavag05G266300.1.v3.1	0	2	0	0	1	0	0	4	1	1	1	0	0	2	1	2	1	0	1	0	1	0	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	4	0	1	1	2	0
Pavag05G266500.1.v3.1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag05G266800.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pavag05G267000.1.v3.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G268500.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Pavag05G268900.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Pavag05G269900.1.v3.1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G270400.1.v3.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G270800.1.v3.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G271100.1.v3.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G271400.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Pavag05G271800.1.v3.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G272500.1.v3.1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G272800.1.v3.1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag05G274000.1.v3.1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G276200.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G276400.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G276500.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G276600.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G277700.1.v3.1	0	0	0	0	1	0	0	2	0	1	2	0	0	2	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	2	1	0	0	0	0
Pavag05G277900.1.v3.1	0	0	1	0	1	0	0	2	0	1	2	0	0	2	0	1	1	0	0	0	0	1	0	3	0	2	3	2	0	1	1	0	0	1	0	0	1	1	1	3	1	0	0	2	5
Pavag05G278500.1.v3.1	0	0	0	0	1	0	0	2	1	1	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
Pavag05G278600.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G278700.1.v3.1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	8
Pavag05G278800.1.v3.1	0	0	1	0	1	0	0	2	1	1	0	0	0	2	0	0	1	0	1	0	0	1	0	3	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	8
Pavag05G278900.1.v3.1	0	0	1	0	1	0	0	2	1	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	8
Pavag05G279000.1.v3.1	0	0	1	0	1	0	0	2	1	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	2	1	1	2	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	0
Pavag05G279100.1.v3.1	0	0	0	0	1	0	0	1	1	1	0	0	0	2	0	0	1	0	1	0	0	1	0	3	2	1	2	2	0	1	1	0	0	0	0	0	1	1	1	4	1	0	0	0	5
Pavag05G279400.1.v3.1	0	0	0	0	1	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	1	0	0	2	0	4	2	0	1	1	0	0	0	0	0	1	1	1	4	1	0	0	0	8
Pavag05G279700.1.v3.1	0	0	0	0	1	0	0	1	1	1	2	0	0	2	0	1	1	0	1	0	0	1	0	3	1	2	3	2	0	1	1	0	0	0	0	0	1	1	1	4	1	0	0	0	0
Pavag05G279800.1.v3.1	0	0	1	0	1	0	0	0	1	1	0	0	0	2	0	0	1	0	2	0	0	0	0	0	2	2	2	2	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	8
Pavag05G279900.1.v3.1	0	0	1	0	1	0	0	0	1	1	2	0	0	2	0	0	1	0	2	0	0	0	0	3	2	2	2	2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	2	8
Pavag05G280300.1.v3.1	0	0	1	0	1	0	0	0	1	1	2	0	0	2	0	0	1	0	2	0	0	1	0	0	2	2	1	2	0	1	1	0	0	0	0	0	1	1	1	2	1	0	0	2	0
Pavag05G280400.1.v3.1	0	0	0	0	1	0	0	0	1	1	2	0	0	2	0	0	1	0	2	0	0	1	0	0	2	2	1	2	0	1	1	0	0	0	0	0	1	1	1	2	1	0	0	2	8
Pavag05G280900.1.v3.1	1	2	3	0	0	0	0	3	1	1	0	0	4	2	1	1	1	0	3	1	1	1	1	1	1	2	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Pavag05G281000.1.v3.1	0	2	3	0	0	0	0	3	1	1	1	0	1	0	0	1	1	0	2	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
Pavag05G281300.1.v3.1	1	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G282200.1.v3.1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G282300.1.v3.1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G282400.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G282500.1.v3.1	0	0	0	0	1	0	0	3	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag05G282700.1.v3.1	1	2	3	5	1	0	0	3	1	2	0	0	0	2	1	1	0	1	0	1	1	1	1	1	0	0	0	3	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	2	0
Pavag05G283300.1.v3.1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0
Pavag05G284000.1.v3.1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G284300.1.v3.1	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Pavag05G284400.1.v3.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G287600.1.v3.1	1	2	4	4	1	1	3	2	1	2	0	0	0	2	1	2	1	1	3	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	3	1	1	1	2	5
Pavag05G288100.1.v3.1	1	2	0	5	1	1	0	3	1	1	0	0	4	0	1	0	1	1	3	1	1	1	1	1	0	2	1	3	0	1	0	1	1	1	1	1	1	1	1	4	1	1	1	2	0
Pavag05G288200.1.v3.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag05G288400.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G288500.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Pavag05G288700.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0
Pavag05G288900.1.v3.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag05G289500.1.v3.1	1	2	5	0	1	0	4	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	2	3	0	3	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0
Pavag05G289600.1.v3.1	0	2	0	5	1	1	5	0	1	0	0	0	4	0	1	2	1	1	0	0	1	1	1	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
